0.26085,0.20218,0.42091,0.35942,0.60412,0.52633,0.41047,0.36415,0.5611,0.46092,0.30903,0.3076,0.39175,0.35595,0.37142,0.34796,0.23392,0.24613,0.24726,0.2311,0.27499,0.27427,0.45844,0.46371,0.68404,0.62108,0.49771,0.44804,0.28358,0.28944,0.44189,0.40636,0.18911,0.20679,0.14655,0.15192,0.18148,0.21415,0.17455,0.2295,0.19759,0.25382,0.26218,0.25205,0.19843,0.20287,0.25052,0.25691,0.23099,0.20418,0.25628,0.23926,0.29071,0.31578,0.18593,0.2454,0.23439,0.17327,0.18285,0.1549,0.18996,0.14268,0.1975,0.17419,0.1695,0.17581,0.16581,0.15704,0.20451,0.18925,0.2608,0.25434,0.25059,0.25751,0.22546,0.2313,0.18041,0.18423,0.20021,0.22157,0.21716,0.24132,0.29432,0.30518,0.2078,0.25416,0.28904,0.29963,0.20593,0.26175
0.45693,0.47293,0.54901,0.54569,0.59842,0.55102,0.58571,0.58377,0.61596,0.54243,0.53763,0.53331,0.61624,0.5481,0.57321,0.51766,0.44717,0.45077,0.46123,0.45927,0.53811,0.53077,0.55445,0.58516,0.57464,0.56201,0.5564,0.54207,0.53127,0.51073,0.54771,0.55384,0.43663,0.45895,0.33942,0.33168,0.37512,0.39245,0.35179,0.41769,0.41293,0.47877,0.22032,0.22503,0.25136,0.24693,0.24186,0.2273,0.26689,0.25099,0.26681,0.22253,0.25212,0.22357,0.28717,0.34302,0.40869,0.4256,0.3675,0.35667,0.38012,0.37004,0.36013,0.37869,0.34449,0.30402,0.3386,0.32585,0.39579,0.40434,0.53556,0.52373,0.527,0.50806,0.51064,0.49239,0.43193,0.42033,0.40967,0.41719,0.38875,0.38403,0.51268,0.47144,0.34121,0.33244,0.5164,0.46989,0.3493,0.37596
0.52,0.46253,0.58066,0.53307,0.70074,0.64185,0.64347,0.52146,0.70692,0.60717,0.68611,0.4997,0.73801,0.51265,0.68194,0.5645,0.61634,0.49511,0.49446,0.48793,0.64328,0.62902,0.5682,0.58527,0.68155,0.66602,0.66837,0.65431,0.66827,0.56409,0.62297,0.61683,0.49545,0.50958,0.46884,0.46997,0.51679,0.49653,0.4776,0.51996,0.53238,0.5705,0.4451,0.4784,0.44485,0.45693,0.45425,0.46198,0.45238,0.45111,0.45858,0.46225,0.46773,0.49836,0.44958,0.48568,0.49326,0.45258,0.4259,0.41087,0.45715,0.45266,0.4916,0.46623,0.45013,0.44683,0.4315,0.43686,0.43018,0.43991,0.62025,0.59256,0.64226,0.57711,0.62205,0.57932,0.54134,0.52624,0.5733,0.4986,0.58234,0.49337,0.67042,0.52982,0.54455,0.49164,0.68064,0.53769,0.54609,0.49144
0.5958,0.46784,0.57778,0.51557,0.73941,0.7209,0.65776,0.59452,0.70581,0.682,0.65922,0.62244,0.71294,0.64903,0.68735,0.67845,0.60262,0.52572,0.41416,0.38612,0.76198,0.77358,0.57097,0.59146,0.72798,0.7466,0.7796,0.78839,0.67792,0.65102,0.69001,0.69576,0.46312,0.46381,0.43004,0.42157,0.52887,0.49954,0.50092,0.55282,0.57263,0.66667,0.48748,0.50549,0.47509,0.50741,0.49747,0.47928,0.51789,0.54303,0.56465,0.54,0.5702,0.53029,0.47031,0.48087,0.59693,0.4574,0.54174,0.51079,0.60943,0.48053,0.60355,0.43404,0.58703,0.51745,0.47842,0.46816,0.42054,0.42791,0.70584,0.70294,0.69754,0.68113,0.70035,0.68384,0.57294,0.54379,0.57109,0.48167,0.57222,0.43195,0.65227,0.61547,0.54485,0.42911,0.68095,0.62473,0.52981,0.44026
0.32232,0.35427,0.51726,0.54132,0.75022,0.74278,0.52126,0.5908,0.70678,0.70781,0.47053,0.53649,0.58136,0.58921,0.62118,0.64046,0.41933,0.46149,0.37413,0.37724,0.68409,0.70751,0.58409,0.6295,0.76144,0.76827,0.74663,0.75213,0.56418,0.60939,0.69691,0.7172,0.39061,0.43887,0.31236,0.32035,0.41831,0.47551,0.40563,0.5197,0.47705,0.61646,0.28119,0.27244,0.27178,0.29534,0.32062,0.28473,0.3145,0.3406,0.36023,0.3248,0.37584,0.28016,0.35161,0.42116,0.29922,0.31256,0.33449,0.33645,0.32317,0.30336,0.31168,0.28203,0.37009,0.35198,0.3073,0.3104,0.31453,0.31919,0.63816,0.66316,0.59689,0.63513,0.59493,0.62421,0.47216,0.48494,0.40718,0.44918,0.39436,0.39695,0.54647,0.57172,0.38223,0.37076,0.57784,0.59448,0.4128,0.44694
0.57516,0.53896,0.63633,0.57398,0.67408,0.6783,0.64164,0.53865,0.61482,0.60938,0.59294,0.52459,0.63372,0.5316,0.59235,0.56858,0.56309,0.54902,0.58766,0.57822,0.67697,0.67405,0.63701,0.6495,0.69787,0.7124,0.70463,0.7016,0.61745,0.58788,0.67854,0.67442,0.61005,0.59654,0.68114,0.64653,0.60787,0.5594,0.55699,0.59422,0.52367,0.59646,0.75049,0.76231,0.78698,0.80562,0.7519,0.6985,0.80213,0.80144,0.80612,0.74341,0.7989,0.67655,0.62706,0.61475,0.58278,0.58983,0.75003,0.71534,0.66964,0.65566,0.58536,0.58176,0.75497,0.71054,0.74358,0.72965,0.61181,0.65412,0.66605,0.63754,0.64241,0.60233,0.64419,0.60877,0.62635,0.58295,0.58281,0.55697,0.57301,0.57663,0.55949,0.5476,0.62807,0.59529,0.59561,0.56352,0.61994,0.58278
0.30514,0.30749,0.44549,0.45533,0.42761,0.47738,0.38785,0.44027,0.38996,0.47673,0.29171,0.33696,0.3207,0.39135,0.28746,0.37823,0.28786,0.26182,0.31732,0.31846,0.2994,0.31436,0.53414,0.57844,0.4867,0.50648,0.387,0.39625,0.28567,0.31211,0.40595,0.43696,0.25106,0.27523,0.24419,0.24752,0.25201,0.25327,0.23169,0.2703,0.22985,0.28064,0.45093,0.48018,0.45423,0.47242,0.38325,0.4411,0.4814,0.48807,0.42115,0.50731,0.36939,0.54877,0.26251,0.32663,0.33108,0.2998,0.35865,0.35496,0.36046,0.34224,0.34899,0.27302,0.37956,0.38978,0.31677,0.31386,0.29468,0.30455,0.27975,0.29959,0.27577,0.29379,0.26829,0.27486,0.24648,0.24178,0.28325,0.24407,0.30147,0.24605,0.26395,0.30184,0.30031,0.29628,0.27571,0.2923,0.27725,0.29043
0.48649,0.57488,0.6123,0.64378,0.68488,0.67293,0.63697,0.68433,0.66552,0.65312,0.68049,0.69433,0.70243,0.67885,0.66087,0.66677,0.63589,0.68943,0.54576,0.55573,0.70788,0.72285,0.64913,0.6882,0.67587,0.68428,0.6868,0.69635,0.69457,0.7299,0.68216,0.70309,0.55233,0.60025,0.49721,0.51146,0.5734,0.63214,0.53036,0.64932,0.59031,0.71468,0.42189,0.4614,0.47156,0.47376,0.41586,0.44776,0.47918,0.46428,0.39786,0.43383,0.34589,0.42122,0.42384,0.55131,0.44518,0.53953,0.45869,0.45348,0.39761,0.46307,0.41222,0.54273,0.39682,0.44601,0.46609,0.46485,0.44824,0.47843,0.70008,0.71755,0.70487,0.73049,0.70721,0.72713,0.64538,0.65846,0.61061,0.68053,0.56363,0.64343,0.67251,0.67145,0.47742,0.55784,0.69935,0.67524,0.51072,0.57714
0.39473,0.38854,0.57523,0.51871,0.7442,0.67639,0.67531,0.55634,0.73526,0.60661,0.64302,0.46935,0.75239,0.52364,0.70552,0.53655,0.486,0.33742,0.39343,0.38765,0.72543,0.67749,0.61367,0.62602,0.74037,0.74674,0.75792,0.73205,0.66315,0.46923,0.73572,0.71637,0.46536,0.49201,0.45655,0.46391,0.51224,0.39233,0.48288,0.43996,0.54319,0.47149,0.40115,0.49084,0.40256,0.46975,0.4293,0.4757,0.3942,0.50953,0.41007,0.57082,0.43623,0.58284,0.44193,0.45363,0.31123,0.35379,0.33517,0.40462,0.3164,0.42412,0.29205,0.33127,0.3792,0.5039,0.37706,0.42015,0.30401,0.33775,0.72123,0.64273,0.6939,0.52566,0.68451,0.53941,0.57909,0.50482,0.45521,0.32545,0.40331,0.29758,0.64218,0.41234,0.40525,0.38984,0.66444,0.42124,0.48263,0.38805
0.3391,0.43463,0.52466,0.53434,0.51817,0.53227,0.49482,0.55902,0.49167,0.53077,0.37899,0.52215,0.46549,0.53412,0.42096,0.49175,0.30848,0.43923,0.51368,0.51383,0.44585,0.46701,0.52757,0.5571,0.54817,0.55711,0.5044,0.51224,0.39469,0.47643,0.5353,0.54697,0.51074,0.51508,0.45158,0.43182,0.3126,0.33506,0.28019,0.33542,0.30029,0.39221,0.3141,0.36008,0.44691,0.472,0.31078,0.31892,0.43733,0.46492,0.32561,0.38436,0.26225,0.31901,0.26654,0.31357,0.31977,0.41908,0.59053,0.5329,0.36415,0.35366,0.23977,0.32435,0.36625,0.38821,0.55999,0.53792,0.48219,0.51888,0.49219,0.50275,0.42167,0.46565,0.41912,0.43929,0.40734,0.40387,0.30229,0.3879,0.28021,0.36975,0.34555,0.43485,0.2736,0.34091,0.34125,0.39612,0.28123,0.3198
